9.005714,46.0072065,bench
8.9202966,45.9841466,bench
9.3752275,47.4306806,bench
7.8101679,47.3627918,bench
7.6738467,46.4554179,bench
7.6793059,46.4520874,bench
7.6841657,46.449864,bench
8.5123471,47.4029698,bench
8.5900521,47.2318069,bench
8.5890763,47.2350244,bench
8.4973987,47.4076251,bench
8.0392587,47.3857096,bench
8.5121505,47.4085959,bench
8.5131954,47.4062896,bench
8.5128218,47.4056929,bench
8.5124662,47.4053312,bench
8.512354,47.4051809,bench
8.5124035,47.4049261,bench
8.5127828,47.4047487,bench
8.5133934,47.4044565,bench
8.5122678,47.4028785,bench
8.5117528,47.4024005,bench
8.5130153,47.4021251,bench
8.5179159,47.4025787,bench
8.5202355,47.402351,bench
8.522893,47.4031062,bench
8.5263823,47.4033116,bench
8.5277978,47.4037505,bench
8.529768,47.4034144,bench
8.7974073,46.2876154,bench
8.7992169,46.2873836,bench
8.8105827,46.2721062,bench
8.8445017,46.2427839,bench
8.844518,46.2423353,bench
10.2869443,47.4089819,bench
9.8712099,46.4993054,bench
9.8471709,46.8216659,bench
9.3748257,47.4305849,bench
9.4219798,47.4817587,bench
8.5243918,47.3991274,bench
8.5220157,47.3997193,bench
8.5193352,47.3994226,bench
8.5530467,47.1832077,bench
9.8400672,46.5058982,bench
8.3806528,47.2310406,bench
8.3132003,47.2327435,bench
7.5567558,46.8777992,bench
9.641013,47.4919006,bench
8.2810407,47.4458016,bench
9.6538373,47.2926953,bench
10.4330819,47.2936507,bench
10.4330982,47.2945409,bench
10.4343071,47.2978813,bench
10.4339604,47.2985675,bench
10.433306,47.2985795,bench
10.4292856,47.2967911,bench
8.2762268,47.4321071,bench
8.2824399,47.4321645,bench
8.2844943,47.4390543,bench
8.2751915,47.4374166,bench
10.33707,47.2866699,bench
10.3384422,47.2822201,bench
10.3393456,47.2740045,bench
7.8388851,47.4283901,bench
7.8146348,47.4218666,bench
8.2960026,47.4849586,bench
8.2961938,47.4849266,bench
8.3128267,47.4812453,bench
8.3128364,47.481303,bench
8.3126233,47.4812355,bench
8.3121075,47.4812915,bench
8.3113254,47.4812604,bench
8.3107767,47.4812982,bench
8.3109003,47.4814825,bench
8.31104,47.4814871,bench
8.3111019,47.481486,bench
8.3120687,47.4815719,bench
8.3121145,47.481573,bench
8.3121821,47.4815982,bench
8.3125921,47.4815902,bench
8.3126334,47.4815902,bench
8.3126872,47.4815536,bench
8.3126781,47.4814963,bench
8.3126162,47.4814848,bench
8.3100182,47.48152,bench
8.3067885,47.4820619,bench
8.3045053,47.4819832,bench
8.3044427,47.4819832,bench
8.3006896,47.4821084,bench
8.3006425,47.4821343,bench
8.3000432,47.4827523,bench
8.3000038,47.4827817,bench
8.298428,47.4839194,bench
8.2984085,47.4839283,bench
8.2963577,47.4841072,bench
8.5416784,47.2849399,bench
8.5406083,47.2824066,bench
8.540976,47.2794754,bench
8.2880281,47.4800025,bench
8.8684381,47.3282475,bench
8.5660998,47.3857128,bench
8.5442286,47.2838301,bench
10.1294015,47.2328314,bench
8.7027779,45.8352534,bench
8.5886646,47.1374999,bench
10.428296,47.3459819,bench
9.3408428,45.7276498,bench
